playerid,coachid,hofid,firstname,lastname,namenote,namegiven,namenick,height,weight,shootcatch,legendsid,ihdbid,hrefid,firstnhl,lastnhl,firstwha,lastwha,pos,birthyear,birthmon,birthday,birthcountry,birthstate,birthcity,deathyear,deathmon,deathday,deathcountry,deathstate,deathcity
blairan01,,,Анди,Блэйр,,Эндрю Драйден,,73,180,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",12009,412,blairan01,1928,1936,,,С,1908,2,27,Канада,МБ,Виннипег,1977,12,27,,,
richabr01,,,Брад,Ричардсы,,,,72,192,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",16884,35725,richabr01,2000,2011,,,С,1980,5,2,Канада,ПЭ,Мюррей Харбор,,,,,,
shattke01,,,Кевин,Шаттенкирх,,,,71,193,,,,shattke01,2010,2011,,,Да,1989,1,29,США,КТ,Гринвич,,,,,,
fernama01,,,Мэнни,Фернандес,,Эммануил,,72,207,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",18258,6200,fernama01,1994,2008,,,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",1974,8,27,Канада,Да,Этобикок,,,,,,
kekalja01,,,Ярмо,Кекалайнен,,Ярмо,,72,190,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",10768,2670,kekalja01,1989,1993,,,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",1966,7,3,Финляндия,,Тампере,,,,,,
anderro01,,,Рон,Андерсон,,Рональд Честер,Ходить,72,170,Р,11842,72,anderro01,1967,1971,1972,1973,Р,1945,7,29,Канада,АБ,Красный Олень,,,,,,
harri01,,,,Харристон,,,,,,,,,,,,,,,,,,,,,,,,,,
novotji01,,,Жири,Новотный,,,,76,194,Р,20238,59881,novotji01,2005,2008,,,С,1983,8,12,Чехия,,Пелехимов,,,,,,
wilsomi01,,,Митч,Уильямсон,,Митчелл,,68,190,Р,14705,5757,wilsomi01,1984,1986,,,Р,1962,2,15,Канада,АБ,Калькутта,,,,,,
stlauan01,,,Андре,Сент-Лоран,,Андре Л.,,70,180,Р,14412,5116,stlauan01,1973,1983,,,С,1953,2,16,Канада,КВ,Роуэн-Норанда,,,,,,
tayloha01,,,Гарри,Тейлор,,Геральдо,,68,165,Р,14511,11443,tayloha01,1946,1951,,,С,1926,3,28,Канада,МБ,Святая Язвенная,2009,11,16,Канада,БЦ,Сидней
mcdonco01,,,Колин,Макдональд,,,,74,190,Р,,78560,mcdonco01,2009,2011,,,С,1984,9,30,США,КТ,Хартуфорд,,,,,,
aholape01,,,Питер,Привет,,Питер Кристиан,,75,205,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",10006,5949,aholape01,1991,1993,,,Да,1968,5,14,Финляндия,,еспо,,,,,,
mccahjo01,,,Иоанн,Макканил,,Джон Уолтер,,73,215,Р,13590,8027,mccahjo01,1977,1977,,,Да,1955,12,2,Канада,Да,Сарния,,,,,,
