lahmanid,playerid,managerid,hofid,birthyear,birthmonth,birthday,birthcountry,birthstate,birthcity,deathyear,deathmonth,deathday,deathcountry,deathstate,deathcity,namefirst,namelast,namenote,namegiven,namenick,weight,height,bats,throws,debut,finalgame,college,lahman40id,lahman45id,retroid,holtzid,bbrefid
636,barnero01,,barnero01h,1850.0,5.0,8.0,США,Нью-Йорк,Гора Моррис,1915.0,2.0,5.0,США,ИЛ,Чикаго,Росс,Бернс,,Чарльз Роско,,145.0,68.0,R,R,5/5/1871,9/21/1881,,barnero01,barnero01,barnr102,barnero01,barnero01
652,barrbo02,,,1908.0,3.0,12.0,США,МА,Ньютон,2002.0,7.0,25.0,США,НХ,Довер,Боб,Барр,,Роберт Александр,,175.0,72.0,R,R,9/11/1935,9/14/1935,,barrbo02,barrbo02,barrb103,barrbo02,barrbo02
653,barrji01,,barrji01h,1948.0,2.0,10.0,США,Калифорния,Линвуд,,,,,,,Джим,Барр,,Джеймс Лендл,,205.0,75.0,R,R,7/31/1971,10/2/1983,,barrji01,barrji01,barrj101,barrji01,barrji01
658,barre01,,,,,,,,,,,,,,,,Барретт,,,,,,,,9/18/1872,10/31/1872,,barre01,barre01,barru101,barre01,barre01
660,barrebi02,,,1900.0,5.0,28.0,США,МА,Кембридж,1951.0,1.0,26.0,США,МА,Кембридж,Билл,Барретт,,Уильям Джозеф,Шепчущий Билл,175.0,72.0,R,R,5/13/1921,5/31/1930,,barrebi02,barrebi02,barrb105,barrebi02,barrebi02
661,barrebo01,,,1899.0,1.0,27.0,США,GA,Атланта,1982.0,1.0,18.0,США,GA,Атланта,Боб,Барретт,,Роберт Шлей,Джумбо,175.0,71.0,R,R,4/30/1923,8/1/1929,,barrebo01,barrebo01,barrb104,barrebo01,barrebo01
669,barrere01,,,1915.0,2.0,14.0,США,Калифорния,Сан-Барбара,1990.0,7.0,28.0,США,НГ,Уилсон,красный,Барретт,,Чарльз Генри,,183.0,71.0,R,R,9/15/1937,9/29/1949,,barrere01,barrere01,barrr101,barrere01,barrere01
698,bartoha01,,,1875.0,1.0,20.0,США,ПА,Честер,1955.0,1.0,25.0,США,ПА,Упланд,Гарри,Бартон,,Гарри Ламб,,155.0,66.0,В.,R,4/15/1905,9/26/1905,,bartoha01,bartoha01,barth101,bartoha01,bartoha01
711,basske01,,,1959.0,5.0,12.0,США,Калифорния,Редвуд-Сити,,,,,,,Кевин,Басс,,Кевин Чарльз,,183.0,72.0,В.,R,4/9/1982,10/1/1995,,basske01,basske01,bassk001,basske01,basske01
714,bassech01,,,1863.0,2.0,9.0,США,Ри,Центральный Фоллс,1942.0,5.0,28.0,США,Ри,Павнотт,Чарли,Бассетт,,Чарльз Эдвин,,150.0,70.0,R,R,7/22/1884,10/15/1892,,bassech01,bassech01,bassc101,bassech01,bassech01
716,bastich01,,,1860.0,7.0,4.0,США,ПА,Филиадельфиа,1932.0,1.0,18.0,США,НГ,Пенсакен,Чарли,Бастиан,,Чарльз Дж.,,145.0,66.0,R,R,8/18/1884,8/22/1891,,bastich01,bastich01,bastc101,bastich01,bastich01
717,batchem01,,,1880.0,1.0,21.0,США,Нью-Йорк,Бруклин,1926.0,8.0,23.0,США,Нью-Йорк,Бруклин,Эмиль,Бэтч,,Эмиль,"Хенни, Эйс",170.0,67.0,R,R,9/13/1904,10/5/1907,,batchem01,batchem01,batce101,batchem01,batchem01
719,batchri01,,,1967.0,4.0,8.0,США,СК,Флоренция,,,,,,,Богатство,Батчлер,,Ричард Энтони,,195.0,73.0,R,R,9/3/1993,7/15/1997,,batchri01,batchri01,batcr001,batchri01,batchri01
724,batesde01,,,1940.0,6.0,12.0,США,"Ваш запрос не содержит текста для перевода. Пожалуйста, предоставьте текст, который необходимо перевести, и я с радостью выполню вашу просьбу.",Сиэтл,,,,,,,Дел,Бейтс,,Дельберт Оакли,,195.0,74.0,"Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.",R,5/6/1970,6/5/1970,,batesde01,batesde01,bated101,batesde01,batesde01
737,batscbi01,,,1892.0,5.0,18.0,,,,1963.0,12.0,31.0,США,ОХ,Кантон,Билл,Бацх,,,,168.0,70.0,R,R,9/9/1916,9/9/1916,,batscbi01,batscbi01,batsb101,batscbi01,batscbi01
749,bauerri01,,,1977.0,1.0,10.0,США,Калифорния,Садовый город,,,,,,,Рик,Бауер,,,,225.0,77.0,R,R,9/2/2001,6/29/2008,Золото- Valley (ОА) КК,bauerri01,bauerri01,bauer001,bauerri01,bauerri01
756,baumgge01,,,1891.0,7.0,22.0,США,Западная Вирджиния,Барбонсвилл,1970.0,12.0,13.0,США,Западная Вирджиния,Барбонсвилл,Джордж,Баумгарденер,,Джордж Вашингтон,,178.0,71.0,"Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.",R,4/14/1912,5/15/1916,,baumgge01,baumgge01,baumg101,baumgge01,baumgge01
757,baumgro01,,,1955.0,5.0,27.0,США,ИЛ,Высокий парк,,,,,,,Росс,Баумгартен,,Росс,,180.0,73.0,"Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.","Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.",8/16/1978,8/23/1982,Флорида,baumgro01,baumgro01,baumr101,baumgro01,baumgro01
766,baxesji01,,,1928.0,7.0,5.0,США,Калифорния,Сан-Франциско,1996.0,11.0,14.0,США,Калифорния,Садовый город,Джим,Баксы,,Димитриос Сперос,,190.0,73.0,R,R,4/11/1959,9/26/1959,,baxesji01,baxesji01,baxej101,baxesji01,baxesji01
768,baxtemo01,,,1876.0,7.0,27.0,США,ВИ,Чиппеуа-Фолс,1926.0,8.0,7.0,США,О́,Портленд,Лошадь,Бакстер,,Джон Моррис,,200.0,74.0,"Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.",R,4/19/1907,4/24/1907,,baxtemo01,baxtemo01,baxtj101,baxtemo01,baxtemo01
770,bayledi01,,,1883.0,9.0,6.0,США,МО,Джоплин,1920.0,12.0,16.0,США,НМ,Санта-Рита,Дик,Бейлес,,Гарри Оуэн,,178.0,69.0,"Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.",R,9/9/1908,10/4/1908,,bayledi01,bayledi01,bayld101,bayledi01,bayledi01
773,beachja01,,,1862.0,,,США,Ва,Alexандрия,1896.0,7.0,23.0,США,Ва,Alexандрия,Джек,Пляж,,Стоунволл Джексон,,,,,,5/1/1884,6/12/1884,,beachja01,beachja01,beacj101,beachja01,beachja01
778,beamal01,,,1869.0,11.0,21.0,США,ПА,Джонстоуна,1938.0,4.0,17.0,США,АЗ,Ногалес,Алексей,Бэам,,Александр Роджтер,,,,,,5/25/1889,5/29/1889,,beamal01,beamal01,beama101,beamal01,beamal01
787,beardda01,,,1959.0,10.0,2.0,США,GA,Атланта,,,,,,,Дэйв,Усы,,Чарльз Дэвид,,190.0,77.0,"Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.",R,7/16/1980,7/21/1989,,beardda01,beardda01,beard001,beardda01,beardda01
792,beardge01,,,1920.0,9.0,5.0,США,АР,Лекса,2004.0,3.0,18.0,США,АЛ,Александр-Сити,Гене,Бардэн,,Генри Юджин,,198.0,75.0,"Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.","Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.",5/10/1947,9/5/1953,,beardge01,beardge01,bearg102,beardge01,beardge01
812,beckfr01,,,1860.0,4.0,29.0,США,Нью-Йорк,Поухкипсе,1941.0,2.0,8.0,США,МИ,Детройт,Франк,Бек,Фрэнк Дж. Хенгстбек,Франк Дж.,,141.0,69.0,,R,5/2/1884,9/18/1884,,beckfr01,beckfr01,beckf102,beckfr01,beckfr01
817,beckzi01,,,1885.0,9.0,30.0,США,ОХ,Стейбневилл,1981.0,3.0,19.0,США,ФЛ,В. Палм-Бич,Зинн,Бек,,Зинн Бертрам,,160.0,70.0,R,R,9/14/1913,7/22/1918,,beckzi01,beckzi01,beckz101,beckzi01,beckzi01
832,beckwjo01,,,1955.0,1.0,28.0,США,АЛ,Опелика,,,,,,,Джо,Беквиц,,Томас Джозеф,,200.0,75.0,"Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.",R,7/21/1979,9/30/1986,Орон,beckwjo01,beckwjo01,beckj001,beckwjo01,beckwjo01
868,belitto01,,,1975.0,10.0,23.0,США,Я,Дес-Молинс,,,,,,,Тодд,Белиц,,,,218.0,73.0,"Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.","Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.",9/4/2000,10/6/2001,Вашингтон,belitto01,belitto01,belit001,belitto01,belitto01
872,bellbu01,bellbu01m,bellbu01h,1951.0,8.0,27.0,США,ПА,Питтсбург,,,,,,,Буди,Белль,,Дэвид Гус,,180.0,73.0,R,R,4/15/1972,6/17/1989,Майами (Флорида),bellbu01,bellbu01,bellb001,bellbu01,bellbu01
883,bellgu01,,,1928.0,11.0,15.0,США,КЕ,Луизвилл,1995.0,5.0,7.0,США,ОХ,Монтгомери,Гус,Белль,,Дэвид Расселл (мл.),,190.0,73.0,"Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.",R,5/30/1950,5/1/1964,,bellgu01,bellgu01,bellg103,bellgu01,bellgu01
884,bellhi01,,,1897.0,7.0,16.0,США,КЕ,Гора Шерман,1949.0,6.0,7.0,США,Калифорния,Глендейл,Здравствуйте!,Белль,,Герман С.,,185.0,72.0,R,R,4/16/1924,8/23/1934,,bellhi01,bellhi01,bellh101,bellhi01,bellhi01
892,bellra01,,,1890.0,11.0,6.0,США,МО,Кахока,1959.0,10.0,18.0,США,Я,Бэрлингтон,Ральф,Белль,,Ральф Альберт,Левша,170.0,71.0,"Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.","Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.",7/16/1912,7/22/1912,,bellra01,bellra01,bellr101,bellra01,bellra01
897,bellast01,,,1850.0,,,Куба,,,1932.0,8.0,8.0,Куба,,Гавана,Стив,Беллан,,Эстебан Энрике,,154.0,68.0,,,5/9/1871,6/9/1873,,bellast01,bellast01,bells101,bellast01,bellast01
901,belliro01,,,1975.0,4.0,7.0,США,Нью-Йорк,Брукс,,,,,,,Рон,Беллиард,,,,210.0,70.0,R,R,9/12/1998,,,belliro01,belliro01,bellr002,belliro01,belliro01
902,bellicl01,,,1968.0,11.0,18.0,США,Нью-Йорк,Онеонта,,,,,,,Клей,Беллингер,,Клейтон Дэниел,,195.0,75.0,R,R,4/9/1999,4/8/2002,,bellicl01,bellicl01,bellc001,bellicl01,bellicl01
907,beltrad01,,,1979.0,4.0,7.0,Д.Р.,,Санто-Доминго,,,,,,,Адриен,Белтре,,Адриан (Перес),,220.0,71.0,R,R,6/24/1998,,,beltrad01,beltrad01,belta001,beltrad01,beltrad01
909,bemisha01,,,1874.0,2.0,1.0,США,НХ,Фермингтон,1947.0,5.0,23.0,США,ОХ,Кливленд,Гарри,Бемис,,Гарри Паркер,,155.0,66.0,R,R,4/23/1902,8/15/1910,,bemisha01,bemisha01,bemih101,bemisha01,bemisha01
911,benavfr01,,,1966.0,4.0,7.0,США,ТХ,Ларедо,,,,,,,Фредди,Бенавидес,,Альфредо,,180.0,74.0,R,R,5/14/1991,8/11/1994,Техас Христиан,benavfr01,benavfr01,benaf001,benavfr01,benavfr01
915,benedbr01,,,1955.0,8.0,18.0,США,АЛ,Бирмингем,,,,,,,Брюс,Бенедикт,,Брюс Эдвин,,175.0,73.0,R,R,8/18/1978,9/11/1989,Небраска,benedbr01,benedbr01,beneb001,benedbr01,benedbr01
917,benesan01,,,1967.0,8.0,20.0,США,В,Эвансвилл,,,,,,,Анди,Бенес,,Andrew Чарльз,,235.0,78.0,R,R,8/11/1989,9/29/2002,Эвансвилл,benesan01,benesan01,benea001,benesan01,benesan01
927,bennhe01,,,1890.0,1.0,25.0,США,ВИ,Фиора,1967.0,6.0,4.0,США,ВИ,Мадисон,Генри,Бен,,Генри Омер,,190.0,72.0,R,R,9/24/1914,9/24/1914,,bennhe01,bennhe01,bennh101,bennhe01,bennhe01
946,bentlja01,,,1895.0,3.0,8.0,США,МД,Сэнди Спрингс,1969.0,10.0,24.0,США,МД,Олни,Джек,Бентли,,Джон Нидлз,,200.0,71.0,"Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.","Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.",9/6/1913,5/20/1927,,bentlja01,bentlja01,bentj101,bentlja01,bentlja01
947,bentoal01,,,1911.0,3.0,18.0,США,"Добро пожаловать в чат-бота для перевода! Я готов помочь вам перевести текст с английского на русский язык. Просто введите текст, который вы хотите перевести, и я предоставлю вам точный перевод.",Благородный,1968.0,4.0,14.0,США,Калифорния,Линвуд,Ал,Бентон,,Джон Алтон,,215.0,76.0,R,R,4/18/1934,9/21/1952,,bentoal01,bentoal01,benta101,bentoal01,bentoal01
961,bergda01,,,1970.0,9.0,3.0,США,Калифорния,Роузвилл,,,,,,,Дэйв,Берг,,,,185.0,71.0,R,R,4/2/1998,9/29/2004,,bergda01,bergda01,bergd002,bergda01,bergda01
980,berkefr01,,,,,,,,,,,,,,,Франк,Беркелбах,,Франсис П.,,182.0,72.0,,,7/4/1884,7/12/1884,,berkefr01,berkefr01,berkf101,berkefr01,berkefr01
987,bernadw01,,,1952.0,5.0,31.0,США,ИЛ,Маунт-Вернон,,,,,,,Дווайт,Бернар,,Дווайт Верн,,170.0,74.0,R,R,6/29/1978,10/2/1982,Белмонт,bernadw01,bernadw01,bernd101,bernadw01,bernadw01
990,bernead01,,,1976.0,11.0,28.0,США,Калифорния,Сан-Хосе,,,,,,,Адам,Бернеро,,Адам Джино,,205.0,76.0,R,R,8/1/2000,9/30/2006,"штат Армстронг, Джорджия",bernead01,bernead01,berna001,bernead01,bernead01
998,berrade01,,,1887.0,10.0,8.0,США,МА,Мериماك,1943.0,4.0,28.0,США,МА,Бостон,Деннис,Беран,,Дэниел Марта,,,71.0,"Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.","Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.",8/11/1912,8/11/1912,,berrade01,berrade01,berrd101,berrade01,berrade01
1007,berryjo03,,,1904.0,12.0,16.0,США,АР,Хунсвилл,1958.0,9.0,27.0,США,Калифорния,Анахайм,Джо,Ягоды,,Джона Артур,Нервный Джо,145.0,70.0,"Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.",R,9/6/1942,9/21/1946,,berryjo03,berryjo03,berrj102,berryjo03,berryjo03
1017,bertore01,,,1935.0,1.0,8.0,Италия,,Св. Вито Удине,,,,,,,Рено,Бертоя,,Рено Питер,,185.0,71.0,R,R,9/22/1953,4/28/1962,,bertore01,bertore01,bertr101,bertore01,bertore01
1041,bevillo01,,,1922.0,11.0,27.0,США,ИЛ,Нельсон,1973.0,2.0,1.0,США,ИЛ,Диксон,Лу,Бевил,Рожденный Луи Юген Бевилаква,Луи Юджин,,190.0,71.0,В.,R,9/2/1942,9/13/1942,,bevillo01,bevillo01,bevil101,bevillo01,bevillo01
1046,biancbu01,,,1960.0,2.0,2.0,США,Калифорния,Ларспур,,,,,,,Буди,Бьянкалана,,Роланд Америко,,160.0,71.0,В.,R,9/12/1982,10/4/1987,Сан-Франциско,biancbu01,biancbu01,bianb001,biancbu01,biancbu01
1077,billija01,,billija01h,1943.0,2.0,21.0,США,ФЛ,Орландо,,,,,,,Джек,Биллингем,,Джон Иджейн,,195.0,76.0,R,R,4/11/1968,6/20/1980,,billija01,billija01,billj101,billija01,billija01
1096,bischjo01,,,1894.0,10.0,28.0,США,ИЛ,Город Гранитный,1981.0,12.0,28.0,США,ИЛ,Город Гранитный,Джон,Бичофф,,Джон Джордж,Смайлик,165.0,67.0,R,R,4/18/1925,9/22/1926,,bischjo01,bischjo01,biscj101,bischjo01,bischjo01
1101,bishoji01,,,1898.0,1.0,28.0,США,МО,Монтгомери-Сити,1973.0,9.0,20.0,США,МО,Монтгомери-Сити,Джим,Епископ,,Джеймс Мортон,,195.0,72.0,R,R,4/26/1923,9/24/1924,,bishoji01,bishoji01,bishj101,bishoji01,bishoji01
1102,bisholl01,,,1890.0,4.0,25.0,США,К,Конвей-Спрингс,1968.0,6.0,18.0,США,К,Вичита,Ллойд,Епископ,,Ллойд Клифтон,,180.0,72.0,R,R,9/5/1914,9/14/1914,,bisholl01,bisholl01,bishl101,bisholl01,bisholl01
1103,bishoma01,,bishoma01h,1899.0,9.0,5.0,США,ПА,Уэйнсборо,1962.0,2.0,24.0,США,ПА,Уэйнсборо,Макс,Епископ,,Макс Фридрих,"Тилли,Камера-объєктив",165.0,68.0,"Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.",R,4/15/1924,9/21/1935,,bishoma01,bishoma01,bishm102,bishoma01,bishoma01
